TABLE_SCHEMA	TABLE_NAME	ORDINAL_POSITION	COLUMN_NAME	DATA_TYPE	IS_NULLABLE	CHARACTER_MAXIMUM_LENGTH	NUMERIC_PRECISION	NUMERIC_SCALE	SOURCE
gold-db-2 postgresql.gold	cvmodel	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmodel	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvmodel	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmold	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmold	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvmold	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmonth	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmonth	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvmonth	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvmotility	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvmotility	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvmotility	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvnucleic_acid	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvnucleic_acid	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvnucleic_acid	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoccup_document	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoccup_document	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvoccup_document	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvorganism_type	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvorganism_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvorganism_type	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvorientation	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvorientation	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvorientation	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoxygen	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvoxygen	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvoxygen	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvoxygen_presence	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoxygen_presence	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvoxygen_presence	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoxygen_stat_sample	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvoxygen_stat_sample	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvoxygen_stat_sample	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvpackages	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvpackages	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvpackages	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvphenotype	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvphenotype	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvphenotype	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvphylogeny	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvphylogeny	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvphylogeny	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvplant_sex	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvplant_sex	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvplant_sex	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvpresence_animal	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvpresence_animal	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvpresence_animal	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvprofile_position	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvprofile_position	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvprofile_position	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvproject_status	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvproject_status	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvproject_status	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvproject_subtype	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvproject_subtype	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvproject_subtype	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvproject_type	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvproject_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvproject_type	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvquadrant_position	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvquadrant_position	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvquadrant_position	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvrel_sample_location	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvrel_sample_location	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvrel_sample_location	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvrelation	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvrelation	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvrelation	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvrelevance	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvrelevance	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvrelevance	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvroles	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvroles	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroles	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvroom_condt	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_condt	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroom_condt	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_connected	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_connected	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroom_connected	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_location	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_location	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroom_location	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_samp_position	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_samp_position	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroom_samp_position	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvroom_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvroom_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsalinity	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvsalinity	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsalinity	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvsamplecapture_status	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsamplecapture_status	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsamplecapture_status	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsampling_floor	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsampling_floor	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsampling_floor	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsampling_weather	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsampling_weather	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsampling_weather	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvseason	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvseason	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvseason	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsediment_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsediment_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsediment_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvseq_quality	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvseq_quality	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvseq_quality	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvseq_status	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvseq_status	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvseq_status	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvshading_device_loc	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvshading_device_loc	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvshading_device_loc	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvshading_device_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvshading_device_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvshading_device_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsoilfaoclass	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsoilfaoclass	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsoilfaoclass	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsortingtechnology	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsortingtechnology	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsortingtechnology	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_deposition	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_deposition	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsourcerock_deposition	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_geologicalage	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_geologicalage	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsourcerock_geologicalage	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_kerogentype	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_kerogentype	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsourcerock_kerogentype	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_lithology	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsourcerock_lithology	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsourcerock_lithology	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvspace_typ_state	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvspace_typ_state	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvspace_typ_state	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvspecifications	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvspecifications	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvspecifications	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvspecimen	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvspecimen	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvspecimen	3	sequence	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsporulation	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvsporulation	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsporulation	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvsubstructure_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsubstructure_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsubstructure_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsurface_material	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvsurface_material	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvsurface_material	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtaxidentifiers	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtaxidentifiers	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtaxidentifiers	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtemp_range	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvtemp_range	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtemp_range	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvtidal_stage	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtidal_stage	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtidal_stage	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtillage	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtillage	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtillage	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_line	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_line	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtrain_line	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_stat_location	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_stat_location	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtrain_stat_location	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_stop_location	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvtrain_stop_location	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvtrain_stop_location	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvuncultured_type	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvuncultured_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvuncultured_type	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvurinecollect	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvurinecollect	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvurinecollect	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvvirusenrichmentapproach	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvvirusenrichmentapproach	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvvirusenrichmentapproach	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvvis_media	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvvis_media	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvvis_media	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_const_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_const_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwall_const_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_finish_mat	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_finish_mat	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwall_finish_mat	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_surface_treatment	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_surface_treatment	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwall_surface_treatment	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_texture	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwall_texture	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwall_texture	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwater_feat_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwater_feat_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwater_feat_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_cover	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_cover	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_cover	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_horiz_pos	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_horiz_pos	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_horiz_pos	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_mat	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_mat	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_mat	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_status	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_status	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_status	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_type	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_type	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_type	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_vert_pos	1	id	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvwindow_vert_pos	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvwindow_vert_pos	3	sequence	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	cvyes_no	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvyes_no	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvyes_no	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvyes_no_only	1	id	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	cvyes_no_only	2	term	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	cvyes_no_only	3	sequence	DECIMAL	YES		38	0	information_schema
gold-db-2 postgresql.gold	dw_accounts	1	account_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_accounts	2	date_created	TIMESTAMP	YES				describe
gold-db-2 postgresql.gold	dw_accounts	3	last_updated	TIMESTAMP	YES				describe
gold-db-2 postgresql.gold	dw_accounts	4	created_by_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_accounts	5	created_by_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_accounts	6	last_updated_by_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_accounts	7	last_updated_by_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_accounts	8	scientific_program	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_accounts	9	user_program	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_accounts	10	purpose	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_accounts	11	year	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	1	lib_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	2	jam_ncbi_sra_accession	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	3	lib_actual_queue	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	4	sdm_actual_seq_model	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	5	sow_lib_creation_specs	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_all_inclusive_report	6	sow_item_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_analysis_product	1	analysis_product_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_analysis_product	2	analysis_product_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_analysis_product	3	active	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_analysis_project	1	analysis_project_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	2	analysis_project_name	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	dw_analysis_project	3	final_deliv_project_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	4	analysis_product_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	5	version_number	DECIMAL	YES		38	6	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	6	current_status	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	dw_analysis_project	7	current_status_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	8	rework_of_ap_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	9	ncbi_tax_id	BIGINT	YES		64	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project	10	ref_genome	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	dw_analysis_project	11	ref_genome_type	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	dw_analysis_project	12	img_dataset_id	CHARACTER VARYING	YES	65536			information_schema
gold-db-2 postgresql.gold	dw_analysis_project	13	source_analysis_project_id	INTEGER	YES		32	0	information_schema
gold-db-2 postgresql.gold	dw_analysis_project_status_cv	1	status_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_analysis_project_status_cv	2	status	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_analysis_task	1	analysis_task_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_analysis_task	2	analysis_task_type	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_analysis_task	3	current_status	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_analysis_task	4	sample_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_analysis_task	5	analysis_project_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	1	analysis_project_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	2	project_visibility	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	3	proposal_immediate_data_release	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	4	proposal_approval_notified_date	TIMESTAMP	YES				describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	5	project_availability_date	TIMESTAMP	YES				describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	6	override_data_release	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_ap_data_utilization_status	7	data_utilization_status	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_collection_locations_cv	1	collection_location_id	INTEGER	YES		32	0	describe
gold-db-2 postgresql.gold	dw_collection_locations_cv	2	collection_location	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	1	contact_id	BIGINT	YES		64	0	describe
gold-db-2 postgresql.gold	dw_contact	2	orcid_id	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	3	prefix	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	4	first_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	5	middle_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	6	last_name	CHARACTER VARYING	YES				describe
gold-db-2 postgresql.gold	dw_contact	7	suffix	CHARACTER VARYING	YES				describe
